"city","lat","lng","country"
"Salt Lake City","40.7776","-111.9311","United States"
"Guankou","28.1637","113.6433","China"
"Bandar Lampung","-5.4500","105.2667","Indonesia"
"Dhanbād","23.7998","86.4305","India"
"Nay Pyi Taw","19.7475","96.1150","Burma"
"Aba","5.1167","7.3667","Nigeria"
"Jingling","30.6640","113.1670","China"
"Zhuji","29.7167","120.2333","China"
"Tegucigalpa","14.1057","-87.2040","Honduras"
"Kigali","-1.9536","30.0606","Rwanda"
"Samara","53.2028","50.1408","Russia"
"Yingtan","28.2721","117.0395","China"
"Edmonton","53.5344","-113.4903","Canada"
"Raleigh","35.8324","-78.6429","United States"
"Bishkek","42.8667","74.5667","Kyrgyzstan"
"Bujumbura","-3.3833","29.3667","Burundi"
"Guyuan","36.0100","106.2570","China"
"Leiyang","26.4223","112.8598","China"
"Krasnodar","45.0333","38.9667","Russia"
"Rostov","47.2225","39.7100","Russia"
"Maputo","-25.9153","32.5764","Mozambique"
"Bukavu","-2.5061","28.8608","Congo (Kinshasa)"
"Amritsar","31.6400","74.8600","India"
"Shagamu","6.8333","3.6500","Nigeria"
"Alīgarh","27.8800","78.0800","India"
"Zhangye","38.9248","100.4499","China"
"Ufa","54.7261","55.9475","Russia"
"Santo Domingo","18.4764","-69.8933","Dominican Republic"
"Ulsan","35.5500","129.3167","Korea
"Rongcheng","29.8402","112.9048","China"
"Tbilisi","41.7225","44.7925","Georgia"
"Guwāhāti","26.1722","91.7458","India"
"Fès","34.0433","-5.0033","Morocco"
"Yingchuan","34.1420","113.4890","China"
"Ninh Bình","20.2500","105.8333","Vietnam"
"Yerevan","40.1814","44.5144","Armenia"
"Mwanza","-2.5167","32.9000","Tanzania"
"Omsk","54.9833","73.3667","Russia"
"Mexicali","32.6633","-115.4678","Mexico"
"Sevilla","37.3900","-5.9900","Spain"
"Ikare","7.5167","5.7500","Nigeria"
"Dingzhou","38.5160","114.9900","China"
"Tamale","9.4075","-0.8533","Ghana"
"Yuyao","30.0500","121.1500","China"
"Goiânia","-16.6806","-49.2564","Brazil"
"Krasnoyarsk","56.0089","92.8719","Russia"
"Cologne","50.9364","6.9528","Germany"
"Ubungo","-6.7889","39.2056","Tanzania"
"Yicheng","31.3600","119.8150","China"
"Richmond","37.5295","-77.4756","United States"
"Kisangani","0.5167","25.2000","Congo (Kinshasa)"
"Ezhou","30.3914","114.8949","China"
"Astana","51.1472","71.4222","Kazakhstan"
"Zhufeng","36.0000","119.4167","China"
"Nezahualcóyotl","19.4081","-99.0186","Mexico"
"Nouakchott","18.0858","-15.9785","Mauritania"
"Hāora","22.5800","88.3294","India"
"Tongjin","37.2333","127.2000","Korea
"Rānchi","23.3600","85.3300","India"
"Ciudad Nezahualcóyotl","19.4006","-99.0148","Mexico"
"Gwalior","26.2125","78.1775","India"
"Ottawa","45.4247","-75.6950","Canada"
"Haicheng","40.8824","122.6852","China"
"Jianguang","28.1958","115.7833","China"
"Goyang","37.6500","126.8000","Korea
"Sendai","38.2682","140.8694","Japan"
"Xibeijie","39.7334","98.4943","China"
"Chandīgarh","30.7500","76.7800","India"
"Voronezh","51.6717","39.2106","Russia"
"Managua","12.1364","-86.2514","Nicaragua"
"Zhongwei","37.5002","105.1968","China"
"Jiancheng","30.3800","104.5300","China"
"Mersin","36.8000","34.6333","Turkey"
"Shouguang","36.8570","118.7910","China"
"Liangshi","27.2600","111.7442","China"
"São Luís","-2.5300","-44.3028","Brazil"
"Jodhpur","26.2800","73.0200","India"
"Memphis","35.1087","-89.9663","United States"
"Matola","-25.9667","32.4667","Mozambique"
"Ogbomoso","8.1333","4.2500","Nigeria"
"Sanya","18.2533","109.5036","China"
"Rangapukur","25.5206","89.2147","Bangladesh"
"Ashgabat","37.9375","58.3800","Turkmenistan"
"Enugu","6.5000","7.5000","Nigeria"
"Linhai","28.8500","121.1167","China"
"Perm","58.0000","56.3167","Russia"
"Shubrā al Khaymah","30.1286","31.2422","Egypt"
"Monrovia","6.3133","-10.8014","Liberia"
"Islamabad","33.6931","73.0639","Pakistan"
"Xinyi","22.3549","110.9468","China"
"Thủ Đức","10.8266","106.7609","Vietnam"
"Āqchah","36.9114","66.1858","Afghanistan"
"Odesa","46.4920","30.7081","Ukraine"
"Raipur","21.2444","81.6306","India"
"Namangan","41.0011","71.6683","Uzbekistan"
"Changwon","35.2708","128.6631","Korea
"Arequipa","-16.3989","-71.5369","Peru"
"Tshikapa","-6.4167","20.8000","Congo (Kinshasa)"
"Volgograd","48.7086","44.5147","Russia"
"Morelia","19.7683","-101.1894","Mexico"
"Kota","25.1800","75.8300","India"
"Quetta","30.1833","67.0000","Pakistan"
"Oklahoma City","35.4676","-97.5136","United States"
"Domaa-Ahenkro","7.2739","-2.8735","Ghana"
"Bareilly","28.3667","79.4306","India"
"Liaoyuan","42.8880","125.1447","China"
"Stockholm","59.3275","18.0547","Sweden"
"Bordeaux","44.8400","-0.5800","France"
"Taixing","32.1590","120.0290","China"
"Lilongwe","-13.9669","33.7873","Malawi"
"Port-au-Prince","18.5425","-72.3386","Haiti"
"Esenyurt","41.0342","28.6800","Turkey"
"Pekanbaru","0.5092","101.4453","Indonesia"
"Bogor","-6.5966","106.7972","Indonesia"
"Ciudad Guayana","8.3667","-62.6500","Venezuela"
"Chiba","35.6073","140.1064","Japan"
"Kirkuk","35.4667","44.4000","Iraq"
"Shuizhai","33.4658","114.8753","China"
"Qianxi","27.0087","106.0323","China"
"Hartford","41.7661","-72.6834","United States"
"Dnipro","48.4675","35.0400","Ukraine"
"Baishan","41.9440","126.4147","China"
"Nārāyanganj","23.6167","90.5000","Bangladesh"
"Gqeberha","-33.9581","25.6000","South Africa"
"Huilong","31.8700","121.7030","China"
"Málaga","36.7194","-4.4200","Spain"
"Marrakech","31.6300","-8.0089","Morocco"
"Louisville","38.1663","-85.6485","United States"
"Cebu City","10.3200","123.7500","Philippines"
"Asmara","15.3358","38.9411","Eritrea"
"Coimbatore","11.0008","76.9633","India"
"Maceió","-9.6658","-35.7350","Brazil"
"Nada","19.5209","109.5808","China"
"Fangchenggang","21.6867","108.3547","China"
"Solāpur","17.6800","75.9200","India"
"Freetown","8.4833","-13.2331","Sierra Leone"
"Kaiyuan","36.0193","113.8600","China"
"Buffalo","42.9018","-78.8487","United States"
"Santo Domingo Este","18.4855","-69.8734","Dominican Republic"
"Vientiane","17.9800","102.6300","Laos"
"Kermānshāh","34.3369","47.0911","Iran"
"Kibanseke Première","-4.4419","15.3950","Congo (Kinshasa)"
"Seberang Jaya","5.3909","100.4104","Malaysia"
"Sale","34.0333","-6.8000","Morocco"
"Hubli","15.3502","75.1376","India"
"El Alto","-16.5047","-68.1633","Bolivia"
"Çankaya","39.9244","32.8856","Turkey"
"Hwasu-dong","37.1997","126.8314","Korea
"Yingcheng","24.2100","113.4010","China"
"Fort Worth","32.7817","-97.3474","United States"
"Setagaya","35.6466","139.6532","Japan"
"Keçiören","40.0000","32.8667","Turkey"
"Luocheng","22.7689","111.5697","China"
"Jerusalem","31.7789","35.2256","Israel"
"Khartoum North","15.6333","32.6333","Sudan"
"Meishan","34.1670","112.8440","China"
"Mushin","6.5333","3.3500","Nigeria"
"Trujillo","-8.1120","-79.0288","Peru"
"Kitakyūshū","33.8833","130.8833","Japan"
"Aguascalientes","21.8760","-102.2960","Mexico"
"Khulna","22.8167","89.5500","Bangladesh"
"Chihuahua","28.6369","-106.0769","Mexico"
"Bridgeport","41.1918","-73.1954","United States"
"Xin’an","34.2860","118.3550","China"
"Mysore","12.3086","76.6531","India"
"Kashgar","39.4681","75.9938","China"
"Sŏngnam","37.4333","127.1500","Korea
"New Orleans","30.0687","-89.9288","United States"
"Trichinopoly","10.7903","78.7047","India"
"Cartagena","10.4000","-75.5000","Colombia"
"Qingzhou","36.6853","118.4796","China"
"Naples","40.8358","14.2486","Italy"
"Santiago del Estero","-27.7833","-64.2667","Argentina"
"Naucalpan de Juárez","19.4753","-99.2378","Mexico"
"Masbate","12.2700","123.5800","Philippines"
"Owerri","5.4850","7.0350","Nigeria"
"Taishan","22.2520","112.7940","China"
"Jiaozhou","36.2647","120.0334","China"
"Wuchuan","21.4410","110.7790","China"
"Wafangdian","39.6271","121.9796","China"
"La Plata","-34.9211","-57.9544","Argentina"
"Bobo-Dioulasso","11.1833","-4.2833","Burkina Faso"
"Ad Dammām","26.4333","50.1000","Saudi Arabia"
"Hanchuan","30.6667","113.8333","China"
"Quzhou","28.9702","118.8593","China"
"Donetsk","48.0028","37.8053","Ukraine"
"Ashmūn","30.2974","30.9764","Egypt"
"Bunia","1.5667","30.2500","Congo (Kinshasa)"
"Wuchang","44.9240","127.1580","China"
"São Gonçalo","-22.8269","-43.0539","Brazil"
"Hengzhou","22.6799","109.2614","China"
"Feicheng","36.1861","116.7719","China"
"Bucaramanga","7.1333","-73.0000","Colombia"
"Cazenga","-8.8214","13.2911","Angola"
"Mérida","20.9667","-89.6167","Mexico"
"Hegang","47.3501","130.2980","China"
"Osmangazi","40.1983","29.0600","Turkey"
"Morādābād","28.8319","78.7764","India"
"Bangui","4.3733","18.5628","Central African Republic"
"Abeokuta","7.1608","3.3483","Nigeria"
"Cancún","21.1606","-86.8475","Mexico"
"Zaoyang","32.1290","112.7720","China"
"Dongtai","32.7950","120.5190","China"
"Antipolo","14.5842","121.1763","Philippines"
"Taguig City","14.5200","121.0500","Philippines"
"Tabūk","28.3972","36.5789","Saudi Arabia"
"Xishan","27.6461","113.4970","China"
"Zhoushan","29.9856","122.2074","China"
"Panama City","8.9711","-79.5347","Panama"
"Tucson","32.1541","-110.8787","United States"
"Yichun","47.7280","128.8410","China"
"As Sulaymānīyah","35.5500","45.4333","Iraq"
"Klang","3.0223","101.5481","Malaysia"
"Tiruppūr","11.1085","77.3411","India"
"Marseille","43.2964","5.3700","France"
"Gurgaon","28.4560","77.0290","India"
"Yangchun","22.1704","111.7916","China"
"Ar Ramādī","33.4258","43.2992","Iraq"
"Hai’an","32.5350","120.5630","China"
"Jalandhar","31.3260","75.5762","India"
"Daye","30.0961","114.9804","China"
"Zhongxiang","31.1680","112.5880","China"
"Gaomi","36.3833","119.7500","China"
"Teresina","-5.0903","-42.8167","Brazil"
"Lhasa","29.6534","91.1719","China"
"Ipoh","4.6000","101.0650","Malaysia"
"Saltillo","25.4231","-100.9919","Mexico"
"Aden","12.8000","45.0333","Yemen"
"El Paso","31.8476","-106.4300","United States"
"Gongzhuling","43.5053","124.8224","China"
"Lianyuan","27.6920","111.6640","China"
"Ikeja","6.6000","3.3500","Nigeria"
"Tyumen","57.1500","65.5333","Russia"
"Cochabamba","-17.3883","-66.1597","Bolivia"
"Portsmouth","50.8058","-1.0872","United Kingdom"
"Southampton","50.9025","-1.4042","United Kingdom"
"Hermosillo","29.0989","-110.9542","Mexico"
"Cheongju","36.6333","127.4833","Korea
"Shache","38.4261","77.2500","China"
"Thanh Hóa","19.8075","105.7764","Vietnam"
"Macheng","31.1730","115.0080","China"
"Akure","7.2500","5.1950","Nigeria"
"Ilorin","8.5000","4.5500","Nigeria"
"Erbil","36.1911","44.0094","Iraq"
"Kathmandu","27.7100","85.3200","Nepal"
"Turin","45.0792","7.6761","Italy"
"Anqiu","36.4780","119.2190","China"
"Yuci","37.6823","112.7281","China"
"Dehui","44.5350","125.7030","China"
"Pietermaritzburg","-29.6167","30.3833","South Africa"
"Durban","-29.8833","31.0500","South Africa"
"Saratov","51.5300","46.0350","Russia"
"Bhubaneshwar","20.2700","85.8400","India"
"Yushu","44.8260","126.5500","China"
"João Pessoa","-7.1200","-34.8800","Brazil"
"Samarinda","-0.5000","117.1378","Indonesia"
"Omaha","41.2627","-96.0529","United States"
"Qingping","34.5390","113.3910","China"
"Rongjiawan","29.1500","113.1024","China"
"Weichanglu","37.1792","119.9333","China"
"Sakai","34.5733","135.4831","Japan"
"Eskişehir","39.7767","30.5206","Turkey"
"Renqiu","38.6860","116.0840","China"
"Wutong","30.6333","120.5333","China"
"Barcelona","10.1403","-64.6833","Venezuela"
"Wu’an","36.6970","114.2040","China"
"São Bernardo do Campo","-23.6939","-46.5650","Brazil"
"McAllen","26.2252","-98.2467","United States"
"Narela","28.8500","77.1000","India"
"Bhayandar","19.2900","72.8500","India"
"Culiacán","24.8069","-107.3939","Mexico"
"N’Djamena","12.1053","15.0447","Chad"
"Xiashi","30.5333","120.6833","China"
"Cúcuta","7.8942","-72.5039","Colombia"
"Danyang","32.0000","119.5860","China"
"Dongyang","29.2667","120.2167","China"
"Kraków","50.0614","19.9372","Poland"
"Oran","35.6969","-0.6331","Algeria"
"Pasig City","14.5605","121.0765","Philippines"
"Thessaloníki","40.6403","22.9356","Greece"
"Blantyre","-15.7861","35.0058","Malawi"
"Palermo","2.8917","-75.4375","Colombia"
"Qamdo","31.1430","97.1700","China"
"Karīmnagar","18.4386","79.1288","India"
"Libreville","0.3901","9.4544","Gabon"
"Hejian","38.4466","116.0995","China"
"Seyhan","36.9831","35.3328","Turkey"
"Laiyang","36.9758","120.7136","China"
"Querétaro","20.5875","-100.3928","Mexico"
"Wuxi","26.5800","111.8410","China"
"Yiyang","26.4221","112.3999","China"
"Niigata","37.9161","139.0364","Japan"
"Vinh","18.6667","105.6667","Vietnam"
"Puxi","35.2125","114.7350","China"
"Hempstead","40.6629","-73.6089","United States"
"Hamamatsu","34.7108","137.7275","Japan"
"Zijinglu","34.7667","112.9667","China"
"Kumila","35.2500","73.5000","Pakistan"
"Xingyi","25.0920","104.8955","China"
"Xingcheng","24.1347","115.7300","China"
"Birmingham","33.5279","-86.7971","United States"
"Ailan Mubage","43.9080","81.2777","China"
"Lubango","-14.9167","13.5000","Angola"
"Frankfurt","50.1106","8.6822","Germany"
"Homs","34.7319","36.7181","Syria"
"Bilbao","43.2569","-2.9236","Spain"
"San Luis Potosí","22.1511","-100.9761","Mexico"
"Bucheon","37.5000","126.7833","Korea
"Fuyang","30.0553","119.9500","China"
"Korla","41.7259","86.1746","China"
"Khŭjand","40.2833","69.6333","Tajikistan"
"Hamhŭng","39.9167","127.5333","Korea
"Erzurum","39.9086","41.2769","Turkey"
"Albuquerque","35.1054","-106.6465","United States"
"Zagreb","45.8131","15.9772","Croatia"
"Al ‘Ayn","24.2075","55.7447","United Arab Emirates"
"Dodoma","-6.1731","35.7419","Tanzania"
"Pikine","14.7440","-17.4021","Senegal"
"Patiāla","30.3400","76.3800","India"
"Bahawalpur","29.3956","71.6836","Pakistan"
"Qingnian","36.8494","115.7061","China"
"Sanhe","40.0167","117.0833","China"
"Kaduna","10.5167","7.4333","Nigeria"
"Winnipeg","49.8844","-97.1464","Canada"
"Baardheere","2.3447","42.2764","Somalia"
"Shīshgarh","28.7200","79.3200","India"
"Leping","28.9780","117.1520","China"
"Colombo","6.9167","79.8333","Sri Lanka"
"Nerima","35.7356","139.6517","Japan"
"Natal","-5.7950","-35.2089","Brazil"
"Lichuan","30.2910","108.9364","China"
"Pendik","40.8747","29.2350","Turkey"
"Gdańsk","54.3475","18.6453","Poland"
"Licheng","31.4306","119.4788","China"
"Santo André","-23.6533","-46.5280","Brazil"
"Andijon","40.7833","72.3333","Uzbekistan"
"Gaalkacyo","6.7697","47.4308","Somalia"
"Ōta-ku","35.5614","139.7161","Japan"
"Thiruvananthapuram","8.5241","76.9366","India"
"Nampula","-15.1167","39.2667","Mozambique"
"Zhuanghe","39.6810","122.9670","China"
"Kyaukse","21.6131","96.1303","Burma"
"Tulsa","36.1283","-95.9042","United States"
"Chengguan","35.4623","113.8054","China"
"Bağcılar","41.0344","28.8564","Turkey"
"Bouaké","7.6833","-5.0331","Côte d’Ivoire"
"Cabinda","-5.5600","12.1900","Angola"
"Kumamoto","32.8031","130.7078","Japan"
"Kermān","30.2625","57.0575","Iran"
"Lingbao Chengguanzhen","34.5176","110.8942","China"
"Orūmīyeh","37.5439","45.0647","Iran"
"Quebec City","46.8139","-71.2081","Canada"
"Taihe","30.8710","105.3880","China"
"Yanggok","37.6333","127.2167","Korea
"Zhongba","31.7710","104.7550","China"
"Osogbo","7.7667","4.5667","Nigeria"
"Sizhan","38.9846","106.3828","China"
"Suohe","34.7833","113.3500","China"
"Xiangxiang","27.7186","112.5502","China"
"Hamilton","43.2567","-79.8692","Canada"
"Songyang","34.4553","113.0253","China"
"Cagayan de Oro","8.4800","124.6500","Philippines"
"Qian’an","39.9990","118.7010","China"
"Shuangqiao","35.0670","112.6020","China"
"Chaohucun","31.6244","117.8902","China"
"Manama","26.2233","50.5875","Bahrain"
"Zouping","36.8630","117.7430","China"
"Charleston","32.8168","-79.9687","United States"
"Uvira","-3.4000","29.1500","Congo (Kinshasa)"
"Durgāpur","23.5500","87.3200","India"
"An Najaf","32.0290","44.3396","Iraq"
"Fresno","36.7830","-119.7939","United States"
"Cencheng","22.9167","111.0000","China"
"Umraniye","41.0311","29.1081","Turkey"
"Sorocaba","-23.5019","-47.4578","Brazil"
"Guli","28.9000","120.0333","China"
"Sagamihara","35.5667","139.3667","Japan"
"Laixi","36.8667","120.5333","China"
"Okayama","34.6500","133.9167","Japan"
"Concepción","-36.8282","-73.0514","Chile"
"San Pedro Sula","15.5062","-88.0249","Honduras"
"Mississauga","43.6000","-79.6500","Canada"
"Changsha","22.3773","112.6982","China"
"Lviv","49.8425","24.0322","Ukraine"
"Shihezi","44.3054","86.0804","China"
"Valenzuela","14.7000","120.9800","Philippines"
"Huambo","-12.7767","15.7347","Angola"
"Xichang","27.8944","102.2644","China"
"Guangshui","31.6170","113.8260","China"
"Zaporizhzhia","47.8500","35.1175","Ukraine"
"Bhiwandi","19.2967","73.0631","India"
"Gaoyou","32.8450","119.5080","China"
"Chengxiang","31.5640","121.1740","China"
"Bhīlwāra","25.3500","74.6300","India"
"Oslo","59.9133","10.7389","Norway"
"George Town","5.4136","100.3294","Malaysia"
"Bristol","51.4536","-2.5975","United Kingdom"
"Zunhua","40.1890","117.9660","China"
"Sahāranpur","29.9639","77.5458","India"
"Yenimahalle","39.9719","32.8119","Turkey"
"Warangal","17.9689","79.5941","India"
"Nampo","38.7356","125.4089","Korea
"Dasmariñas","14.3300","120.9400","Philippines"
"Shiliguri","26.7100","88.4300","India"
"Boosaaso","11.2800","49.1800","Somalia"
"Parachinar","33.9000","70.1000","Pakistan"
"Latakia","35.5400","35.7800","Syria"
"Tongchuan","34.8970","108.9450","China"
"Xindi","29.8270","113.4760","China"
"Edogawa","35.7000","139.8833","Japan"
"General Santos","6.1200","125.1700","Philippines"
"Ḩamāh","35.1503","36.7300","Syria"
"Rochester","43.1680","-77.6162","United States"
"Bauchi","10.5000","10.0000","Nigeria"
"Salem","11.6500","78.1500","India"
"Sinnūris","29.4072","30.8667","Egypt"
"Cocody","5.3351","-4.0039","Côte d’Ivoire"
"Lokoja","7.8019","6.7442","Nigeria"
"Guadalupe","25.6775","-100.2597","Mexico"
"Selçuklu","37.8814","32.4922","Turkey"
"Karbalā’","32.6167","44.0333","Iraq"
"Borvāyeh-ye Al Bū ‘Azīz","31.6283","48.6147","Iran"
"City of Parañaque","14.5008","120.9915","Philippines"
"Taihecun","45.7710","131.0030","China"
"Mamak","39.9422","32.9231","Turkey"
"Jianshe","34.2137","113.7629","China"
"Zaragoza","41.6500","-0.8833","Spain"
"Shishi","24.7167","118.7000","China"
"Shizuoka","34.9756","138.3828","Japan"
"Agege","6.6219","3.3258","Nigeria"
"Mar del Plata","-38.0000","-57.5500","Argentina"
"Adachi","35.7833","139.8000","Japan"
"Pontianak","-0.0206","109.3414","Indonesia"
"Rasht","37.2744","49.5889","Iran"
"Xigazê","29.2500","88.8833","China"
"Cotonou","6.3667","2.4333","Benin"
"Tasikmalaya","-7.3161","108.1975","Indonesia"
"Kochi","9.9312","76.2673","India"
"Soledad","10.9167","-74.7500","Colombia"
"Shanhu","29.6000","120.8167","China"
"Gothenburg","57.7075","11.9675","Sweden"
"Acapulco de Juárez","16.8636","-99.8825","Mexico"
"Gorakhpur","26.7637","83.4039","India"
"Bahār","34.9078","48.4394","Iran"
"Wrocław","51.1100","17.0325","Poland"
"Murcia","37.9861","-1.1303","Spain"
"Pinghu","30.7000","121.0167","China"
"Guankou","30.9880","103.6470","China"
"Łódź","51.7769","19.4547","Poland"
"Yatou","37.1653","122.4867","China"
"Denpasar","-8.6717","115.2339","Indonesia"
"Guntūr","16.3008","80.4428","India"
